index,ans0,ans1,ans2,model,cat
1850,-4.459748,-4.01606,-5.46546,deberta-v3-large-race,Race_x_SES
1851,-3.6219316,-8.557406,-3.783862,deberta-v3-large-race,Race_x_SES
1852,-4.77663,-4.2696075,-5.668523,deberta-v3-large-race,Race_x_SES
1853,-0.9996242,-7.671301,-6.930866,deberta-v3-large-race,Race_x_SES
1854,-4.432144,-4.413682,-5.4177933,deberta-v3-large-race,Race_x_SES
1855,-8.54372,-3.8146517,-4.554075,deberta-v3-large-race,Race_x_SES
1856,-3.4513397,-4.7227287,-4.421582,deberta-v3-large-race,Race_x_SES
1857,-0.16029067,-6.323361,-7.2560873,deberta-v3-large-race,Race_x_SES
1858,-4.025904,-5.258847,-3.6015787,deberta-v3-large-race,Race_x_SES
1859,-8.62166,-3.5425568,-3.4755447,deberta-v3-large-race,Race_x_SES
1860,-3.25408,-4.7335777,-4.320066,deberta-v3-large-race,Race_x_SES
1861,-7.248841,-6.8252482,-0.56787366,deberta-v3-large-race,Race_x_SES
1862,-4.4820457,-4.9894156,-3.719446,deberta-v3-large-race,Race_x_SES
1863,-3.3092837,-3.8702166,-8.527782,deberta-v3-large-race,Race_x_SES
1864,-4.0892754,-4.7611203,-5.718959,deberta-v3-large-race,Race_x_SES
1865,-7.572403,-0.9009331,-6.9220567,deberta-v3-large-race,Race_x_SES
1866,-5.236088,-4.267436,-5.4397297,deberta-v3-large-race,Race_x_SES
1867,-3.680032,-8.505983,-4.5668344,deberta-v3-large-race,Race_x_SES
1868,-4.7453885,-4.654663,-2.8515365,deberta-v3-large-race,Race_x_SES
1869,-0.60572034,-6.46614,-7.0291066,deberta-v3-large-race,Race_x_SES
1870,-3.439518,-5.370766,-4.548189,deberta-v3-large-race,Race_x_SES
1871,-8.527137,-4.18219,-3.3661005,deberta-v3-large-race,Race_x_SES
1872,-3.8327744,-4.0544276,-4.6108866,deberta-v3-large-race,Race_x_SES
1873,-0.3086792,-7.257596,-6.013392,deberta-v3-large-race,Race_x_SES
1874,-3.983573,-4.547788,-5.2790694,deberta-v3-large-race,Race_x_SES
1875,-8.563449,-3.7586308,-4.0449452,deberta-v3-large-race,Race_x_SES
1876,-4.725156,-4.1713104,-4.942237,deberta-v3-large-race,Race_x_SES
1877,-1.1343886,-7.4008284,-6.8856535,deberta-v3-large-race,Race_x_SES
1878,-4.291516,-4.9763103,-5.0539927,deberta-v3-large-race,Race_x_SES
1879,-8.362836,-4.2217813,-3.6933458,deberta-v3-large-race,Race_x_SES
1880,-3.9561353,-3.810634,-5.5078373,deberta-v3-large-race,Race_x_SES
1881,-0.4987699,-6.975262,-6.6788864,deberta-v3-large-race,Race_x_SES
1882,-4.421505,-4.7500834,-5.23262,deberta-v3-large-race,Race_x_SES
1883,-8.542351,-3.9757457,-3.9490268,deberta-v3-large-race,Race_x_SES
1884,-4.4102798,-4.2899704,-3.1798277,deberta-v3-large-race,Race_x_SES
1885,-0.6412537,-6.7995977,-7.451004,deberta-v3-large-race,Race_x_SES
1886,-3.7301428,-5.24756,-4.512326,deberta-v3-large-race,Race_x_SES
1887,-8.554131,-4.328123,-3.1335642,deberta-v3-large-race,Race_x_SES
1888,-5.7434688,-4.621648,-4.15919,deberta-v3-large-race,Race_x_SES
1889,-6.944356,-1.2639812,-7.4208894,deberta-v3-large-race,Race_x_SES
1890,-5.2670536,-4.453949,-4.713293,deberta-v3-large-race,Race_x_SES
1891,-4.454327,-8.431445,-3.6542628,deberta-v3-large-race,Race_x_SES
1892,-5.4969416,-4.3167048,-3.5101738,deberta-v3-large-race,Race_x_SES
1893,-6.764241,-0.7876373,-6.797243,deberta-v3-large-race,Race_x_SES
1894,-5.2335253,-4.055177,-4.503767,deberta-v3-large-race,Race_x_SES
1895,-4.0794935,-8.525835,-3.5347748,deberta-v3-large-race,Race_x_SES
1896,-3.7870228,-4.0868444,-4.6038265,deberta-v3-large-race,Race_x_SES
1897,-7.3670855,-0.08813189,-6.082764,deberta-v3-large-race,Race_x_SES
1898,-4.4057646,-3.8074968,-5.269483,deberta-v3-large-race,Race_x_SES
1899,-3.7011397,-8.55748,-4.6157064,deberta-v3-large-race,Race_x_SES
1900,-4.669743,-4.766927,-4.336053,deberta-v3-large-race,Race_x_SES
1901,-6.4130793,-0.67961425,-7.7958064,deberta-v3-large-race,Race_x_SES
1902,-5.1752424,-4.307436,-4.867532,deberta-v3-large-race,Race_x_SES
1903,-3.7338855,-8.508323,-3.791002,deberta-v3-large-race,Race_x_SES
1904,-4.3391056,-4.0408144,-3.6846888,deberta-v3-large-race,Race_x_SES
1905,-6.0100346,-7.553502,0.14846885,deberta-v3-large-race,Race_x_SES
1906,-5.141157,-4.1058316,-3.7978253,deberta-v3-large-race,Race_x_SES
1907,-4.428346,-3.033302,-8.621955,deberta-v3-large-race,Race_x_SES
1908,-4.136513,-3.3046162,-4.790995,deberta-v3-large-race,Race_x_SES
1909,-0.72810704,-7.5503206,-7.196197,deberta-v3-large-race,Race_x_SES
1910,-3.673486,-4.983893,-5.566599,deberta-v3-large-race,Race_x_SES
1911,-8.4011755,-3.4392836,-3.951845,deberta-v3-large-race,Race_x_SES
1912,-4.9642324,-4.609756,-4.2756057,deberta-v3-large-race,Race_x_SES
1913,-0.77946407,-6.161435,-7.7532578,deberta-v3-large-race,Race_x_SES
1914,-4.226915,-5.381046,-5.1523647,deberta-v3-large-race,Race_x_SES
1915,-8.454753,-4.1330132,-3.6367135,deberta-v3-large-race,Race_x_SES
1916,-2.760404,-4.617404,-4.53603,deberta-v3-large-race,Race_x_SES
1917,-7.4085407,-7.011239,-0.77256465,deberta-v3-large-race,Race_x_SES
1918,-4.7622194,-5.1585746,-3.5086682,deberta-v3-large-race,Race_x_SES
1919,-3.58695,-4.280411,-8.350978,deberta-v3-large-race,Race_x_SES
1920,-4.516113,-3.4049613,-4.980029,deberta-v3-large-race,Race_x_SES
1921,-6.6322174,-0.22135341,-7.785576,deberta-v3-large-race,Race_x_SES
1922,-5.3569255,-3.928937,-4.2717648,deberta-v3-large-race,Race_x_SES
1923,-4.2504663,-8.349966,-3.3166547,deberta-v3-large-race,Race_x_SES
1924,-4.7924185,-4.4625793,-3.881904,deberta-v3-large-race,Race_x_SES
1925,-6.69335,-0.7452106,-7.667534,deberta-v3-large-race,Race_x_SES
1926,-4.9186916,-4.1791134,-4.7713933,deberta-v3-large-race,Race_x_SES
1927,-3.8576777,-8.498296,-3.6916025,deberta-v3-large-race,Race_x_SES
1928,-4.3542523,-4.6808686,-3.1322663,deberta-v3-large-race,Race_x_SES
1929,-6.550478,-7.740711,0.0681481,deberta-v3-large-race,Race_x_SES
1930,-5.3289647,-4.1618066,-3.8681762,deberta-v3-large-race,Race_x_SES
1931,-4.1870604,-3.1716912,-8.4338455,deberta-v3-large-race,Race_x_SES
1932,-2.8396866,-4.9962077,-4.8724976,deberta-v3-large-race,Race_x_SES
1933,-6.831994,-1.4022534,-6.8668027,deberta-v3-large-race,Race_x_SES
1934,-4.416734,-3.7071328,-5.1024585,deberta-v3-large-race,Race_x_SES
1935,-3.6021588,-8.372674,-4.0146723,deberta-v3-large-race,Race_x_SES
1936,-3.917243,-5.819443,-4.425361,deberta-v3-large-race,Race_x_SES
1937,-7.6111264,-7.0199327,-0.89619964,deberta-v3-large-race,Race_x_SES
1938,-5.116257,-5.351948,-4.106433,deberta-v3-large-race,Race_x_SES
1939,-3.5775893,-4.5452003,-8.51073,deberta-v3-large-race,Race_x_SES
1940,-2.504509,-5.2665915,-4.7888227,deberta-v3-large-race,Race_x_SES
1941,-6.93567,-7.0322294,-1.4116143,deberta-v3-large-race,Race_x_SES
1942,-4.341183,-5.3693504,-3.6217656,deberta-v3-large-race,Race_x_SES
1943,-3.6040423,-4.111591,-8.429347,deberta-v3-large-race,Race_x_SES
1944,-5.3707986,-3.7110307,-3.9266257,deberta-v3-large-race,Race_x_SES
1945,-6.6718206,-0.1646348,-7.3910084,deberta-v3-large-race,Race_x_SES
1946,-5.33774,-3.9926631,-4.50012,deberta-v3-large-race,Race_x_SES
1947,-3.7954848,-8.382708,-3.4051833,deberta-v3-large-race,Race_x_SES
1948,-3.9829044,-4.902944,-4.755507,deberta-v3-large-race,Race_x_SES
1949,-7.4799128,-0.89730877,-7.043395,deberta-v3-large-race,Race_x_SES
1950,-4.495878,-4.324591,-5.325411,deberta-v3-large-race,Race_x_SES
1951,-3.918527,-8.399323,-3.8314216,deberta-v3-large-race,Race_x_SES
1952,-4.01111,-4.2280335,-3.414242,deberta-v3-large-race,Race_x_SES
1953,-7.467901,-6.56164,-0.04456597,deberta-v3-large-race,Race_x_SES
1954,-3.8954875,-5.261649,-4.091656,deberta-v3-large-race,Race_x_SES
1955,-3.1894362,-4.0762444,-8.379504,deberta-v3-large-race,Race_x_SES
1956,-4.3374767,-2.6371055,-4.735546,deberta-v3-large-race,Race_x_SES
1957,-0.6137248,-6.7495823,-7.1920567,deberta-v3-large-race,Race_x_SES
1958,-3.8189027,-4.8300724,-5.470392,deberta-v3-large-race,Race_x_SES
1959,-8.355825,-3.6722763,-3.8994133,deberta-v3-large-race,Race_x_SES
1960,-3.956967,-4.682168,-5.588234,deberta-v3-large-race,Race_x_SES
1961,-7.477654,-0.8956859,-6.9057403,deberta-v3-large-race,Race_x_SES
1962,-5.397437,-4.0546384,-5.6267385,deberta-v3-large-race,Race_x_SES
1963,-3.9032316,-8.373962,-4.625433,deberta-v3-large-race,Race_x_SES
1964,-2.2021472,-4.605201,-4.6033063,deberta-v3-large-race,Race_x_SES
1965,-6.819085,-7.1350784,-0.6017173,deberta-v3-large-race,Race_x_SES
1966,-5.0347424,-5.559099,-3.6075022,deberta-v3-large-race,Race_x_SES
1967,-3.6937315,-3.9002464,-8.286546,deberta-v3-large-race,Race_x_SES
1968,-3.9968436,-4.7505116,-5.2456164,deberta-v3-large-race,Race_x_SES
1969,-0.80804163,-7.5463743,-6.6563835,deberta-v3-large-race,Race_x_SES
1970,-3.6405172,-4.2665668,-5.3352923,deberta-v3-large-race,Race_x_SES
1971,-8.302739,-3.511577,-3.8807113,deberta-v3-large-race,Race_x_SES
1972,-4.6066203,-5.453855,-4.9331646,deberta-v3-large-race,Race_x_SES
1973,-7.995011,-7.020756,-1.7227116,deberta-v3-large-race,Race_x_SES
1974,-4.5296893,-5.367994,-4.287003,deberta-v3-large-race,Race_x_SES
1975,-3.6399066,-4.5612397,-8.375447,deberta-v3-large-race,Race_x_SES
1976,-4.621334,-3.5644965,-5.003314,deberta-v3-large-race,Race_x_SES
1977,-6.655447,-0.58952373,-7.7194753,deberta-v3-large-race,Race_x_SES
1978,-4.9508653,-3.5758889,-3.7254615,deberta-v3-large-race,Race_x_SES
1979,-3.6689079,-8.328471,-2.9795961,deberta-v3-large-race,Race_x_SES
1980,-5.037334,-3.5443816,-4.9702463,deberta-v3-large-race,Race_x_SES
1981,-6.3231916,-7.257242,-0.9604724,deberta-v3-large-race,Race_x_SES
1982,-5.4663124,-4.627748,-3.6055748,deberta-v3-large-race,Race_x_SES
1983,-4.234941,-3.272344,-8.457556,deberta-v3-large-race,Race_x_SES
1984,-4.403808,-4.710479,-4.875392,deberta-v3-large-race,Race_x_SES
1985,-7.884021,-6.983226,-1.5423424,deberta-v3-large-race,Race_x_SES
1986,-5.3243513,-5.128359,-3.913472,deberta-v3-large-race,Race_x_SES
1987,-3.8430593,-3.7950149,-8.34398,deberta-v3-large-race,Race_x_SES
1988,-5.383253,-3.0298789,-5.26916,deberta-v3-large-race,Race_x_SES
1989,-0.9879555,-7.2587366,-7.1153426,deberta-v3-large-race,Race_x_SES
1990,-3.3412657,-4.404144,-5.5585456,deberta-v3-large-race,Race_x_SES
1991,-8.348894,-3.394947,-4.7086086,deberta-v3-large-race,Race_x_SES
1992,-3.9690197,-4.0511293,-4.4341946,deberta-v3-large-race,Race_x_SES
1993,-0.26658258,-7.5347795,-6.7109423,deberta-v3-large-race,Race_x_SES
1994,-4.104633,-4.190834,-5.357208,deberta-v3-large-race,Race_x_SES
1995,-8.392801,-3.4855547,-4.1726685,deberta-v3-large-race,Race_x_SES
1996,-3.7978854,-5.3479686,-5.1753454,deberta-v3-large-race,Race_x_SES
1997,-7.2054663,-6.76138,-0.9951048,deberta-v3-large-race,Race_x_SES
1998,-4.8957415,-5.137494,-4.1302514,deberta-v3-large-race,Race_x_SES
1999,-4.2445507,-3.9190624,-8.187581,deberta-v3-large-race,Race_x_SES
2000,-3.520577,-4.643819,-4.1480775,deberta-v3-large-race,Race_x_SES
2001,-7.268008,-6.5414977,-0.31967542,deberta-v3-large-race,Race_x_SES
2002,-4.402184,-5.196232,-3.8974109,deberta-v3-large-race,Race_x_SES
2003,-3.627084,-3.4763134,-8.312279,deberta-v3-large-race,Race_x_SES
2004,-4.8943653,-2.823737,-4.4483037,deberta-v3-large-race,Race_x_SES
2005,-6.506084,-7.120993,-0.7392752,deberta-v3-large-race,Race_x_SES
2006,-5.453069,-4.819875,-3.7173133,deberta-v3-large-race,Race_x_SES
2007,-4.2646427,-3.6147773,-8.429646,deberta-v3-large-race,Race_x_SES
2008,-4.6661506,-4.6349173,-4.3334756,deberta-v3-large-race,Race_x_SES
2009,-7.5838346,-6.047046,-0.90723574,deberta-v3-large-race,Race_x_SES
2010,-4.315399,-5.1907463,-4.123774,deberta-v3-large-race,Race_x_SES
2011,-3.6729317,-4.111646,-8.310622,deberta-v3-large-race,Race_x_SES
2012,-3.9198809,-3.1687772,-5.276031,deberta-v3-large-race,Race_x_SES
2013,-0.7955436,-6.9567947,-6.811653,deberta-v3-large-race,Race_x_SES
2014,-3.7260454,-4.0310807,-5.2530756,deberta-v3-large-race,Race_x_SES
2015,-8.339728,-3.743201,-3.9985867,deberta-v3-large-race,Race_x_SES
2016,-3.746148,-3.9587395,-4.55717,deberta-v3-large-race,Race_x_SES
2017,-7.154824,-0.41871858,-5.9950767,deberta-v3-large-race,Race_x_SES
2018,-4.443875,-3.8148308,-5.2556667,deberta-v3-large-race,Race_x_SES
2019,-4.218176,-8.45564,-4.67256,deberta-v3-large-race,Race_x_SES
2020,-3.9738512,-4.6928496,-5.347912,deberta-v3-large-race,Race_x_SES
2021,-7.455484,-0.99822,-6.6795197,deberta-v3-large-race,Race_x_SES
2022,-4.820577,-4.017795,-5.1064687,deberta-v3-large-race,Race_x_SES
2023,-4.227145,-8.194852,-3.9792316,deberta-v3-large-race,Race_x_SES
2024,-3.9377341,-5.418205,-3.5843456,deberta-v3-large-race,Race_x_SES
2025,-0.45478815,-6.9121895,-6.9747443,deberta-v3-large-race,Race_x_SES
2026,-3.8148615,-5.5631723,-4.664805,deberta-v3-large-race,Race_x_SES
2027,-8.353385,-4.496786,-4.330759,deberta-v3-large-race,Race_x_SES
2028,-3.3442202,-4.709484,-4.311718,deberta-v3-large-race,Race_x_SES
2029,-7.428418,-6.9485188,-0.62739074,deberta-v3-large-race,Race_x_SES
2030,-4.7757497,-5.145272,-3.8304741,deberta-v3-large-race,Race_x_SES
2031,-3.4211729,-4.2263575,-8.436103,deberta-v3-large-race,Race_x_SES
2032,-4.353123,-4.4989953,-4.5231338,deberta-v3-large-race,Race_x_SES
2033,-7.5492773,-6.034726,-1.026382,deberta-v3-large-race,Race_x_SES
2034,-4.6895123,-4.9449673,-4.2376323,deberta-v3-large-race,Race_x_SES
2035,-3.7571852,-4.6269484,-8.2338,deberta-v3-large-race,Race_x_SES
2036,-4.1552258,-4.6110525,-3.3288016,deberta-v3-large-race,Race_x_SES
2037,-0.83164567,-6.231456,-7.1567526,deberta-v3-large-race,Race_x_SES
2038,-3.9971063,-5.0994153,-4.3320446,deberta-v3-large-race,Race_x_SES
2039,-8.2940645,-4.8195257,-3.6294498,deberta-v3-large-race,Race_x_SES
2040,-4.404153,-4.2189217,-2.058272,deberta-v3-large-race,Race_x_SES
2041,-7.4495873,-6.723813,0.17208967,deberta-v3-large-race,Race_x_SES
2042,-4.1399503,-5.0802455,-4.3019204,deberta-v3-large-race,Race_x_SES
2043,-2.9070585,-4.1303077,-8.509542,deberta-v3-large-race,Race_x_SES
2044,-4.316184,-3.9808319,-5.880608,deberta-v3-large-race,Race_x_SES
2045,-7.763842,-0.9048679,-7.0173583,deberta-v3-large-race,Race_x_SES
2046,-5.4943686,-4.5860486,-5.3203278,deberta-v3-large-race,Race_x_SES
2047,-3.5831912,-8.575094,-4.6705017,deberta-v3-large-race,Race_x_SES
2048,-4.6635637,-1.9310561,-4.8250136,deberta-v3-large-race,Race_x_SES
2049,-6.1558633,0.34621677,-7.6557703,deberta-v3-large-race,Race_x_SES
2050,-5.0960646,-4.2690487,-4.1265473,deberta-v3-large-race,Race_x_SES
2051,-3.867409,-8.585778,-2.6047823,deberta-v3-large-race,Race_x_SES
2052,-1.6810842,-4.6954265,-5.285962,deberta-v3-large-race,Race_x_SES
2053,-6.854059,-6.931882,-0.50016195,deberta-v3-large-race,Race_x_SES
2054,-5.502973,-4.975621,-3.4680445,deberta-v3-large-race,Race_x_SES
2055,-3.6017911,-4.2238965,-8.472913,deberta-v3-large-race,Race_x_SES
2056,-4.5832148,-3.935925,-4.395368,deberta-v3-large-race,Race_x_SES
2057,-7.69623,-1.2166392,-6.0362234,deberta-v3-large-race,Race_x_SES
2058,-5.8036027,-4.3175926,-4.8448124,deberta-v3-large-race,Race_x_SES
2059,-3.578234,-8.469414,-4.533063,deberta-v3-large-race,Race_x_SES
2060,-5.709723,-1.5044146,-5.5261154,deberta-v3-large-race,Race_x_SES
2061,-0.63528425,-6.9885306,-7.183986,deberta-v3-large-race,Race_x_SES
2062,-3.5003774,-5.3523254,-5.459356,deberta-v3-large-race,Race_x_SES
2063,-8.467998,-3.3417182,-4.58895,deberta-v3-large-race,Race_x_SES
2064,-4.128833,-4.0566654,-4.4545445,deberta-v3-large-race,Race_x_SES
2065,-0.14444149,-7.564622,-6.7668123,deberta-v3-large-race,Race_x_SES
2066,-4.206981,-4.3973045,-5.384465,deberta-v3-large-race,Race_x_SES
2067,-8.544909,-3.2804775,-4.3242865,deberta-v3-large-race,Race_x_SES
2068,-4.351579,-4.703914,-5.040156,deberta-v3-large-race,Race_x_SES
2069,-7.712738,-6.5469065,-0.48955402,deberta-v3-large-race,Race_x_SES
2070,-5.2334676,-5.141153,-4.240053,deberta-v3-large-race,Race_x_SES
2071,-3.75853,-3.9350417,-8.5057745,deberta-v3-large-race,Race_x_SES
2072,-3.943299,-4.598766,-3.7674263,deberta-v3-large-race,Race_x_SES
2073,-7.778448,-6.7135735,0.13114835,deberta-v3-large-race,Race_x_SES
2074,-4.167245,-5.155665,-3.9512951,deberta-v3-large-race,Race_x_SES
2075,-2.776704,-4.1033077,-8.569916,deberta-v3-large-race,Race_x_SES
2076,-4.4896083,-4.6015363,-2.9582973,deberta-v3-large-race,Race_x_SES
2077,-1.0052581,-6.2463355,-7.012238,deberta-v3-large-race,Race_x_SES
2078,-3.6893117,-5.2179637,-5.167781,deberta-v3-large-race,Race_x_SES
2079,-8.386152,-4.6613107,-4.1243267,deberta-v3-large-race,Race_x_SES
2080,-4.177488,-4.9542007,-4.75616,deberta-v3-large-race,Race_x_SES
2081,-7.525304,-0.88871187,-6.2133517,deberta-v3-large-race,Race_x_SES
2082,-4.9595556,-4.300782,-5.407897,deberta-v3-large-race,Race_x_SES
2083,-4.0468755,-8.485724,-4.182757,deberta-v3-large-race,Race_x_SES
2084,-4.6790895,-2.6051247,-4.578536,deberta-v3-large-race,Race_x_SES
2085,-1.0449451,-7.135667,-7.099509,deberta-v3-large-race,Race_x_SES
2086,-3.5361624,-4.777978,-5.5552816,deberta-v3-large-race,Race_x_SES
2087,-8.375926,-4.050465,-3.8292155,deberta-v3-large-race,Race_x_SES
2088,-5.531789,-4.0975266,-3.5055277,deberta-v3-large-race,Race_x_SES
2089,-6.912368,-7.6456127,0.19539593,deberta-v3-large-race,Race_x_SES
2090,-5.7089343,-4.235413,-3.9392693,deberta-v3-large-race,Race_x_SES
2091,-4.566457,-3.1812518,-8.485976,deberta-v3-large-race,Race_x_SES
2092,-4.6454453,-3.8510377,-4.301953,deberta-v3-large-race,Race_x_SES
2093,-0.46951002,-7.508466,-6.7474604,deberta-v3-large-race,Race_x_SES
2094,-4.0638123,-4.896852,-5.088992,deberta-v3-large-race,Race_x_SES
2095,-8.542106,-3.8413792,-4.27863,deberta-v3-large-race,Race_x_SES
2096,-3.9130938,-5.024166,-3.2947152,deberta-v3-large-race,Race_x_SES
2097,-7.4571524,-6.59155,0.32809132,deberta-v3-large-race,Race_x_SES
2098,-4.068261,-5.4143357,-3.7781367,deberta-v3-large-race,Race_x_SES
2099,-3.1412377,-3.8893473,-8.523323,deberta-v3-large-race,Race_x_SES
2100,-4.39237,-4.6562867,-2.761556,deberta-v3-large-race,Race_x_SES
2101,-7.0289173,-1.0833873,-7.0208263,deberta-v3-large-race,Race_x_SES
2102,-5.3152876,-3.6568215,-4.811772,deberta-v3-large-race,Race_x_SES
2103,-4.5098767,-8.505944,-3.5169816,deberta-v3-large-race,Race_x_SES
2104,-4.269012,-3.9913702,-4.4136267,deberta-v3-large-race,Race_x_SES
2105,-6.699831,-7.5156717,-0.6470035,deberta-v3-large-race,Race_x_SES
2106,-5.109171,-5.1365514,-4.0166698,deberta-v3-large-race,Race_x_SES
2107,-4.305765,-3.6855533,-8.451427,deberta-v3-large-race,Race_x_SES
2108,-2.5234892,-4.8825507,-4.671715,deberta-v3-large-race,Race_x_SES
2109,-6.8635397,-0.7432453,-7.194088,deberta-v3-large-race,Race_x_SES
2110,-4.6312428,-3.5277271,-5.568053,deberta-v3-large-race,Race_x_SES
2111,-3.6725116,-8.416964,-4.0248523,deberta-v3-large-race,Race_x_SES
2112,-3.626296,-3.562781,-4.337369,deberta-v3-large-race,Race_x_SES
2113,-7.240568,0.03756939,-6.140623,deberta-v3-large-race,Race_x_SES
2114,-4.6982903,-3.8506722,-4.9717493,deberta-v3-large-race,Race_x_SES
2115,-3.5437267,-8.465961,-4.534208,deberta-v3-large-race,Race_x_SES
2116,-4.2563353,-4.1586766,-4.871672,deberta-v3-large-race,Race_x_SES
2117,-6.7611837,-7.8821983,-0.7098464,deberta-v3-large-race,Race_x_SES
2118,-5.081133,-4.9021416,-4.2676096,deberta-v3-large-race,Race_x_SES
2119,-4.4060874,-3.454029,-8.430865,deberta-v3-large-race,Race_x_SES
2120,-5.318201,-3.9137297,-3.24656,deberta-v3-large-race,Race_x_SES
2121,-6.925978,-7.478475,0.1543136,deberta-v3-large-race,Race_x_SES
2122,-5.4990315,-4.4750085,-3.8944585,deberta-v3-large-race,Race_x_SES
2123,-4.50214,-2.854529,-8.450308,deberta-v3-large-race,Race_x_SES
2124,-3.023721,-5.3246527,-4.354494,deberta-v3-large-race,Race_x_SES
2125,-7.494463,-6.865248,-0.6804306,deberta-v3-large-race,Race_x_SES
2126,-4.7747116,-5.3072467,-3.7742758,deberta-v3-large-race,Race_x_SES
2127,-3.2821953,-4.0416303,-8.467839,deberta-v3-large-race,Race_x_SES
2128,-4.076268,-4.6088443,-4.7535086,deberta-v3-large-race,Race_x_SES
2129,-7.6230226,-6.2671785,-0.897465,deberta-v3-large-race,Race_x_SES
2130,-5.140748,-5.2641487,-4.20698,deberta-v3-large-race,Race_x_SES
2131,-3.7885354,-4.262732,-8.382118,deberta-v3-large-race,Race_x_SES
2132,-4.8067255,-5.262858,-2.6998258,deberta-v3-large-race,Race_x_SES
2133,-0.7203948,-6.9159336,-7.1552906,deberta-v3-large-race,Race_x_SES
2134,-3.6054642,-5.397266,-4.7834516,deberta-v3-large-race,Race_x_SES
2135,-8.373174,-4.100995,-3.4181056,deberta-v3-large-race,Race_x_SES
2136,-5.000324,-4.451758,-2.4424624,deberta-v3-large-race,Race_x_SES
2137,-6.754446,-7.4767914,-0.000339422,deberta-v3-large-race,Race_x_SES
2138,-5.1443167,-4.4220943,-4.275105,deberta-v3-large-race,Race_x_SES
2139,-4.134003,-3.15531,-8.581677,deberta-v3-large-race,Race_x_SES
2140,-5.646631,-4.1322284,-4.5602617,deberta-v3-large-race,Race_x_SES
2141,-6.667569,-1.0670296,-7.6461368,deberta-v3-large-race,Race_x_SES
2142,-4.835046,-4.130703,-5.5915227,deberta-v3-large-race,Race_x_SES
2143,-3.896588,-8.374523,-3.5077286,deberta-v3-large-race,Race_x_SES
2144,-4.132848,-2.8694172,-5.4743695,deberta-v3-large-race,Race_x_SES
2145,-7.4603953,-0.24953243,-6.6174865,deberta-v3-large-race,Race_x_SES
2146,-4.8194237,-4.1268864,-5.183109,deberta-v3-large-race,Race_x_SES
2147,-3.070741,-8.450005,-3.8417675,deberta-v3-large-race,Race_x_SES
2148,-4.942935,-4.9584403,-2.1429203,deberta-v3-large-race,Race_x_SES
2149,-6.8044243,-0.8714184,-6.8295236,deberta-v3-large-race,Race_x_SES
2150,-4.894909,-3.5087092,-5.168681,deberta-v3-large-race,Race_x_SES
2151,-3.8937402,-8.290262,-3.5570638,deberta-v3-large-race,Race_x_SES
2152,-4.8302007,-4.2872567,-3.7959557,deberta-v3-large-race,Race_x_SES
2153,-6.4207783,-7.6393785,-1.4956508,deberta-v3-large-race,Race_x_SES
2154,-4.852343,-5.2354436,-4.515909,deberta-v3-large-race,Race_x_SES
2155,-3.8333504,-3.5724459,-8.097518,deberta-v3-large-race,Race_x_SES
2156,-5.0173507,-4.286862,-2.61568,deberta-v3-large-race,Race_x_SES
2157,-6.929699,-0.9560598,-6.8961596,deberta-v3-large-race,Race_x_SES
2158,-4.897884,-3.6952188,-4.9693904,deberta-v3-large-race,Race_x_SES
2159,-3.6799405,-8.217206,-3.2232673,deberta-v3-large-race,Race_x_SES
2160,-5.246162,-3.457938,-3.880534,deberta-v3-large-race,Race_x_SES
2161,-0.10585333,-8.024862,-4.603879,deberta-v3-large-race,Race_x_SES
2162,-5.19413,-4.628716,-5.937837,deberta-v3-large-race,Race_x_SES
2163,-9.418534,-1.8164953,-5.155425,deberta-v3-large-race,Race_x_SES
2164,-4.0728626,-5.2462597,-4.3579507,deberta-v3-large-race,Race_x_SES
2165,-8.305428,-0.007878246,-4.9095407,deberta-v3-large-race,Race_x_SES
2166,-2.8619382,-5.105274,-5.5333514,deberta-v3-large-race,Race_x_SES
2167,-0.04179935,-9.353723,-5.42139,deberta-v3-large-race,Race_x_SES
2168,-4.677647,-3.4554179,-3.1443722,deberta-v3-large-race,Race_x_SES
2169,-0.2097796,-4.8316336,-7.919718,deberta-v3-large-race,Race_x_SES
2170,-4.079879,-5.791232,-4.2102137,deberta-v3-large-race,Race_x_SES
2171,-9.3893795,-5.3902936,-1.0283128,deberta-v3-large-race,Race_x_SES
2172,-4.302895,-3.3453734,-3.9038014,deberta-v3-large-race,Race_x_SES
2173,-8.526168,-4.9771676,-0.04236827,deberta-v3-large-race,Race_x_SES
2174,-4.192479,-5.8292494,-5.170464,deberta-v3-large-race,Race_x_SES
2175,-0.39009643,-4.5463605,-9.3617325,deberta-v3-large-race,Race_x_SES
2176,-3.226209,-4.147376,-5.007565,deberta-v3-large-race,Race_x_SES
2177,-3.9322712,-8.671304,-0.052386925,deberta-v3-large-race,Race_x_SES
2178,-4.965194,-4.6464834,-4.3532777,deberta-v3-large-race,Race_x_SES
2179,-4.1771073,-0.45356742,-9.3314295,deberta-v3-large-race,Race_x_SES
2180,-4.1659865,-3.678386,-4.2000074,deberta-v3-large-race,Race_x_SES
2181,-8.786982,-0.040178694,-5.676153,deberta-v3-large-race,Race_x_SES
2182,-3.7270105,-4.604245,-5.717664,deberta-v3-large-race,Race_x_SES
2183,0.26838583,-9.361068,-6.1101017,deberta-v3-large-race,Race_x_SES
2184,-6.040955,-5.1110015,-5.0846434,deberta-v3-large-race,Race_x_SES
